STORMNET_ID,Owner,total_acres,vdot_bmp_count,swe_perc,row_perc,total_convey_length_ft,swe_convey_length_ft,row_convey_length_ft,total_county_acres,imperv_county_acres
STMN0104403716,Unknown,1.84,0,0.00,0.00,465.76,0.00,0.00,0.00,0.00
STMN0104403721,Other Jurisdiction,21.38,0,0.00,0.00,1130.83,0.00,0.00,0.00,0.00
STMN0104403736,Other Jurisdiction,21.53,0,0.00,0.00,375.68,0.00,0.00,0.00,0.00
STMN0104403875,Other Jurisdiction,4.60,0,0.00,0.00,584.78,0.00,0.00,0.00,0.00
STMN0104403888,Other Jurisdiction,7.55,0,0.00,0.00,627.17,0.00,0.00,0.00,0.00
STMN0104403893,Other Jurisdiction,22.58,0,0.00,0.00,602.19,0.00,0.00,0.00,0.00
STMN0104403900,Other Jurisdiction,10.99,0,0.00,0.00,934.01,0.00,0.00,0.00,0.00
STMN0104403912,Other Jurisdiction,2.71,0,0.00,0.00,187.64,0.00,0.00,0.00,0.00
STMN0104403930,Other Jurisdiction,1.19,0,0.00,0.00,184.47,0.00,0.00,0.00,0.00
STMN0104403934,Other Jurisdiction,1.52,0,0.00,0.00,166.48,0.00,0.00,0.00,0.00
STMN0104403940,Other Jurisdiction,4.19,0,0.00,0.00,443.44,0.00,0.00,0.00,0.00
STMN0111402028,FFX,12.82,0,2.66,21.45,1533.86,820.21,541.16,0.16,0.01
STMN0111402029,FFX,5.32,0,12.41,19.31,934.73,538.91,233.80,0.16,0.04
STMN0111402030,FFX,45.34,0,3.10,31.99,1863.11,540.51,1054.60,0.10,0.01
STMN0111402111,FFX,7.36,0,9.56,7.20,1862.76,1785.55,48.82,0.38,0.06
STMN0111402120,FFX,27.29,0,0.56,2.72,1794.62,385.75,119.39,0.07,0.01
STMN0111402138,FFX,26.30,0,7.99,13.02,3683.21,2132.87,1178.04,1.96,0.19
STMN0111402157,FFX,1.20,0,12.72,29.18,323.44,319.48,12.42,0.07,0.00
STMN0111402162,VDOT,37.03,0,7.73,15.50,5872.76,2152.70,2712.35,10.52,0.00
STMN0111402210,FFX,0.68,0,5.18,54.80,156.23,145.57,23.63,0.03,0.00
STMN0111402215,FFX,8.84,0,3.51,21.41,793.10,414.85,172.02,0.23,0.00
STMN0111402293,FFX,1.06,0,2.59,54.48,83.98,75.46,6.65,0.00,0.00
STMN0111402295,FFX,1.56,0,4.97,35.03,202.60,195.57,9.82,0.08,0.00
STMN0111402319,FFX,10.86,0,3.61,17.19,1629.27,750.33,390.14,0.21,0.00
STMN0111402331,FFX,11.46,0,15.98,23.34,1394.05,1177.49,202.74,0.02,0.00
STMN0111402352,FFX,3.33,0,20.63,15.91,537.27,374.58,1.20,0.96,0.08
STMN0111402372,FFX,11.65,0,4.84,24.76,1420.75,724.30,717.75,0.42,0.01
STMN0111402378,FFX,4.77,0,1.14,26.53,638.53,140.42,197.05,0.18,0.01
STMN0111402380,FFX,18.31,0,1.57,21.68,2681.92,803.06,1180.62,0.03,0.00
STMN0111402384,FFX,1.12,0,5.23,40.51,149.35,98.61,27.27,0.02,0.00
STMN0111402390,FFX,23.06,0,8.23,21.17,3528.27,1990.22,1537.09,0.03,0.00
STMN0111503247,FFX,6.21,0,12.09,4.87,732.66,339.56,107.34,0.06,0.00
STMN0111503248,FFX,4.00,0,9.81,18.38,433.27,377.77,52.84,0.15,0.00
STMN0111503523,FFX,2.19,0,1.14,28.41,304.43,88.50,39.34,0.16,0.00
STMN0111503525,FFX,8.65,0,20.32,13.65,1038.00,988.12,44.37,1.76,0.03
STMN0111503527,FFX,7.88,0,11.32,12.97,578.67,509.37,9.80,0.01,0.00
STMN0111503530,FFX,40.06,0,5.92,9.47,5588.19,2490.87,913.42,0.51,0.03
STMN0112000949,VDOT,7.03,0,0.33,33.53,1956.28,23.77,1190.31,1.89,0.73
STMN0113095933,FFX,0.14,0,11.40,69.07,51.60,12.72,24.57,0.01,0.00
STMN0113403110,FFX,14.55,0,2.81,24.26,2100.83,1343.86,645.54,0.03,0.00
STMN0113403112,FFX,1.40,0,2.33,41.90,154.25,101.39,4.77,0.02,0.00
STMN0113403118,FFX,14.26,0,1.39,16.89,1980.66,689.41,1088.71,0.19,0.00
STMN0113403121,FFX,19.26,0,2.27,13.88,2336.02,1176.63,590.13,0.07,0.00
STMN0113403440,FFX,6.55,0,2.18,13.18,1136.29,453.69,419.97,2.32,0.31
STMN0113403445,FFX,26.03,0,1.25,28.13,4873.88,463.97,2402.39,1.25,0.29
STMN0113403495,FFX,9.54,0,14.23,6.16,1057.66,719.92,92.55,1.18,0.00
STMN0113403607,FFX,3.00,0,4.64,16.63,132.23,91.18,50.91,0.01,0.00
STMN0113403626,FFX,5.09,0,2.61,21.59,631.03,458.16,426.29,0.06,0.01
STMN0114003020,FFX,27.74,0,4.04,16.02,4380.57,1729.21,1227.13,11.06,1.75
STMN0114003957,FFX,29.38,0,0.53,17.32,3755.35,351.39,534.14,17.81,3.09
STMN0114079485,FFX,34.70,0,8.98,6.74,5094.77,3831.53,247.37,7.98,2.40
STMN0121001501,VDOT,27.66,0,1.52,12.10,2121.66,451.15,1032.99,6.41,0.54
STMN0121001855,FFX,6.97,0,1.57,28.33,613.47,149.76,181.92,0.72,0.17
STMN0121002163,FFX,68.91,0,2.13,19.49,4751.27,1639.02,2055.95,30.51,5.05
STMN0121055734,FFX,22.31,0,2.22,6.34,2263.04,460.98,460.43,2.27,0.13
STMN0121055961,FFX,46.91,0,4.73,8.33,5030.71,3047.45,1162.24,17.81,3.26
STMN0121508250,FFX,13.42,0,4.62,16.04,1091.97,563.50,273.41,2.43,0.06
STMN0122001919,Private,37.58,0,3.53,9.30,2977.66,1382.46,770.59,1.81,0.00
STMN0122402007,FFX,18.87,0,3.90,8.06,427.73,372.60,61.62,1.95,0.04
STMN0124002453,FFX,13.30,0,2.24,10.85,795.59,245.57,52.13,7.39,0.00
STMN0124002598,FFX,6.55,0,1.70,11.26,400.32,199.96,198.07,0.39,0.00
STMN0124002792,FFX,5.06,0,1.29,14.61,152.62,89.33,67.47,0.07,0.00
STMN0131001245,VDOT,58.84,0,3.78,15.99,7725.13,3695.08,2434.02,1.92,1.12
STMN0154061094,FFX,2.59,0,0.88,11.28,841.77,107.36,69.85,0.03,0.01
STMN0154063708,FFX,9.62,0,6.39,4.58,2703.04,1472.91,54.82,0.00,0.00
STMN0154066863,FFX,2.21,0,1.10,16.85,383.38,54.62,115.34,0.06,0.02
STMN0154067790,FFX,15.96,0,11.89,2.65,4027.45,3866.76,12.74,0.30,0.03
STMN0154081443,FFX,73.59,0,3.23,16.12,19401.88,6008.42,5173.06,0.51,0.02
STMN0154088997,FFX,3.47,0,10.11,10.44,1521.69,1241.48,59.34,0.02,0.00
STMN0154407955,FFX,3.37,0,6.37,29.55,1242.53,599.83,196.29,0.03,0.00
STMN0154408013,VDOT,18.13,1,11.22,18.98,3746.92,710.12,1855.69,5.59,0.44
STMN0154408064,FFX,10.85,0,1.89,31.29,1774.75,456.74,490.96,0.09,0.03
STMN0154408103,FFX,114.97,0,11.69,5.39,23509.91,12461.63,972.81,9.72,0.33
STMN0161404775,FFX,42.79,0,3.32,9.43,7071.53,2052.83,899.19,22.69,2.15
STMN0161404994,FFX,129.91,0,0.53,2.37,16944.58,1897.15,624.53,8.27,0.86
STMN0163064561,FFX,0.78,0,12.93,19.25,485.39,265.28,132.00,0.00,0.00
STMN0163067008,FFX,3.96,0,13.05,7.06,935.46,935.46,22.56,0.03,0.01
STMN0163407458,FFX,15.32,0,9.05,25.72,4797.37,2499.61,1050.90,0.00,0.00
STMN0163407466,FFX,36.89,0,3.80,7.16,11076.77,3723.88,438.61,0.05,0.00
STMN0163407488,FFX,4.01,0,2.87,71.59,1342.03,717.32,958.36,0.03,0.00
STMN0163407569,FFX,7.36,0,11.27,7.91,1879.17,1316.31,72.88,0.34,0.07
STMN0163407723,FFX,25.67,0,18.43,5.26,5813.98,3761.72,332.20,8.65,0.56
STMN0163407726,FFX,1.19,0,22.08,70.29,162.35,52.21,122.44,0.17,0.03
STMN0163407921,FFX,6.78,0,9.77,16.31,1223.96,1041.45,87.74,0.02,0.01
STMN0113403602,VDOT,0.49,0,0.00,31.44,41.25,0.00,30.47,0.33,0.00
STMN0124002714,FFX,0.44,0,1.53,63.32,95.47,0.00,68.37,0.02,0.00
STMN0131000956,Private,19.97,0,0.04,5.89,1164.76,0.00,465.05,3.45,0.90
STMN0111067666,FFX,3.19,0,27.76,0.13,638.36,135.37,0.00,0.64,0.06
STMN0111402145,FFX,0.36,0,33.94,16.57,259.25,259.25,0.00,0.02,0.00
STMN0111503543,FFX,3.69,0,21.48,3.74,583.32,583.32,0.00,0.61,0.00
STMN0113055657,FFX,0.67,0,2.58,4.58,17.84,17.84,0.00,0.05,0.01
STMN0122001057,FFX,13.26,0,6.19,1.39,378.95,313.36,0.00,6.66,0.00
STMN0131000649,FFX,5.14,0,9.76,8.00,421.53,421.53,0.00,0.01,0.00
STMN0154065695,Private,4.84,0,2.78,0.00,1395.93,264.69,0.00,0.77,0.04
STMN0154408011,FFX,3.85,0,3.52,2.79,1042.40,102.99,0.00,0.07,0.00
STMN0154514735,FFX,2.27,0,0.55,13.54,436.99,12.17,0.00,0.01,0.00
STMN0154514740,FFX,3.02,0,2.95,1.76,294.46,255.69,0.00,0.01,0.00
STMN0122000807,FFX,4.37,0,0.05,0.00,87.89,0.00,0.00,4.37,0.43
STMN0154408057,Private,3.62,0,0.08,2.80,767.99,0.00,0.00,0.01,0.00
STMN0161405278,Other Jurisdiction,103.09,0,0.00,0.00,5208.56,0.00,0.00,6.95,0.20
STMN0162404682,Other Jurisdiction,146.58,0,0.00,0.00,11756.54,0.00,0.00,6.52,0.78
STMN0162503678,Other Jurisdiction,123.45,0,0.00,0.00,5079.21,0.00,0.00,1.57,0.30
STMN0111073178,VDOT,5.55,1,2.99,49.77,869.26,14.62,416.67,0.00,0.00
STMN0111073239,VDOT/FFX,0.97,0,11.11,43.50,445.56,129.10,386.65,0.00,0.00
STMN0111073241,VDOT,19.79,0,10.02,28.18,1210.58,543.94,632.08,0.00,0.00
STMN0111402151,FFX,7.08,0,10.90,27.68,1013.61,642.89,235.38,0.00,0.00
STMN0111402174,FFX,11.15,0,12.08,7.97,499.87,275.49,228.46,0.00,0.00
STMN0111402185,FFX,3.88,0,17.28,16.94,797.68,524.98,187.29,0.00,0.00
STMN0111402209,Private,4.31,0,5.55,24.28,249.90,142.89,64.18,0.00,0.00
STMN0111402296,FFX,45.14,1,4.98,22.42,2173.63,753.43,1130.71,0.00,0.00
STMN0111402298,FFX,21.08,0,11.13,12.53,1577.79,827.73,515.90,0.00,0.00
STMN0111503539,FFX,3.97,0,2.90,53.09,422.72,244.50,146.07,0.00,0.00
STMN0112000889,FFX,2.66,0,4.14,45.04,748.75,429.96,228.91,0.00,0.00
STMN0112001053,FFX,5.25,0,12.79,19.97,689.76,384.32,212.66,0.00,0.00
STMN0112001104,FFX,17.86,0,8.41,4.88,1490.69,904.25,504.99,0.00,0.00
STMN0112001106,FFX,20.68,0,2.16,8.12,951.32,91.39,395.92,0.00,0.00
STMN0112001358,FFX,29.57,0,1.60,31.80,3527.56,197.92,2747.54,0.00,0.00
STMN0112001477,FFX,18.04,0,11.07,17.91,3411.88,1783.92,1380.08,0.00,0.00
STMN0112001483,FFX,0.71,0,8.57,27.68,374.13,178.61,129.26,0.00,0.00
STMN0112001498,FFX,4.62,0,4.82,30.39,1419.67,415.68,722.01,0.00,0.00
STMN0112001512,VDOT,5.20,0,0.09,27.73,165.00,22.98,142.61,0.00,0.00
STMN0112001530,FFX,3.89,0,8.88,5.20,636.17,547.28,56.13,0.00,0.00
STMN0112001538,FFX,4.10,0,17.02,8.52,484.11,428.00,52.55,0.00,0.00
STMN0112001592,FFX,1.14,0,12.90,16.11,357.16,319.57,37.09,0.00,0.00
STMN0112001637,FFX,7.53,0,3.31,12.82,1743.97,297.67,1427.57,0.00,0.00
STMN0112001661,FFX,2.43,0,8.49,8.12,382.57,370.28,7.80,0.00,0.00
STMN0112001672,FFX,7.19,0,9.74,12.93,1073.93,646.02,427.00,0.00,0.00
STMN0112001984,VDOT,5.57,0,18.89,0.87,1552.18,1186.71,1.17,0.00,0.00
STMN0112002018,FFX,18.81,0,13.18,5.99,1744.66,1377.43,155.09,0.00,0.00
STMN0112002070,FFX,0.60,0,13.10,86.77,268.32,75.13,196.14,0.00,0.00
STMN0112002102,Private,4.08,0,5.32,13.14,673.77,447.77,44.41,0.00,0.00
STMN0112002118,Private,13.43,0,4.06,18.65,3267.72,553.07,1446.33,0.00,0.00
STMN0112002144,FFX,20.58,0,14.26,30.32,5264.24,3303.69,1932.60,0.00,0.00
STMN0112002158,FFX,0.76,0,6.68,35.63,242.73,213.61,5.81,0.00,0.00
STMN0112002161,FFX,3.28,0,9.77,19.67,541.54,364.72,101.76,0.00,0.00
STMN0112002175,FFX,19.45,0,7.16,11.19,2398.95,1883.57,494.26,0.00,0.00
STMN0112002177,FFX,3.94,0,3.06,9.20,185.59,142.09,45.46,0.00,0.00
STMN0112002182,FFX,1.22,0,4.53,16.80,423.04,210.51,63.20,0.00,0.00
STMN0112002188,FFX,5.95,0,5.34,19.27,1127.80,494.21,584.07,0.00,0.00
STMN0112002225,FFX,0.28,0,12.45,17.13,152.55,69.44,0.59,0.00,0.00
STMN0112054606,FFX,3.65,0,1.73,8.79,454.42,178.46,214.78,0.00,0.00
STMN0112091221,FFX,4.65,0,3.11,26.87,729.28,460.59,270.85,0.00,0.00
STMN0112091222,FFX,10.28,0,4.58,14.87,2252.43,1287.98,656.40,0.00,0.00
STMN0112094075,FFX,1.84,0,9.97,24.16,256.57,151.49,36.23,0.00,0.00
STMN0112508267,FFX,1.89,0,5.89,14.85,540.36,116.07,212.10,0.00,0.00
STMN0113002437,FFX,5.66,0,12.42,6.64,589.99,491.88,94.68,0.00,0.00
STMN0113003935,FFX,8.70,0,2.78,22.51,1293.70,435.24,749.81,0.00,0.00
STMN0113053943,FFX,33.92,0,5.07,12.88,5153.18,2462.23,2752.90,0.00,0.00
STMN0113403114,FFX,22.23,0,8.59,22.70,2798.50,1739.53,942.11,0.00,0.00
STMN0113403139,VDOT,25.35,0,1.71,42.68,3394.36,1455.93,1482.23,0.00,0.00
STMN0113403164,FFX,1.95,0,10.73,27.43,394.74,293.81,99.89,0.00,0.00
STMN0113403167,FFX,2.14,0,2.89,30.86,215.48,203.46,10.93,0.00,0.00
STMN0113403181,FFX,20.92,0,7.44,11.39,2975.64,2440.40,545.05,0.00,0.00
STMN0113403204,FFX,2.19,0,2.54,20.13,327.84,188.80,137.74,0.00,0.00
STMN0113403205,FFX,0.19,0,12.37,49.27,122.09,98.88,29.61,0.00,0.00
STMN0113403214,Unknown,7.53,0,3.71,13.67,808.80,217.31,428.23,0.00,0.00
STMN0113403509,FFX,15.58,0,0.35,11.25,691.19,80.43,462.74,0.00,0.00
STMN0113403532,FFX,6.89,0,4.29,11.53,1326.06,1176.07,117.49,0.00,0.00
STMN0113403543,FFX,1.63,0,4.04,37.18,490.21,216.92,301.27,0.00,0.00
STMN0113403588,FFX,0.86,0,2.65,17.40,74.67,27.13,48.42,0.00,0.00
STMN0113403591,FFX,0.80,0,6.26,24.22,99.61,53.57,45.88,0.00,0.00
STMN0113403596,FFX,1.38,0,1.95,22.61,225.96,89.04,122.38,0.00,0.00
STMN0113403642,FFX,3.72,0,1.55,17.47,445.78,216.63,230.00,0.00,0.00
STMN0113403647,VDOT/FFX,4.25,0,6.12,38.86,637.51,265.06,377.51,0.00,0.00
STMN0113403655,FFX,1.74,0,3.13,30.41,566.26,235.74,399.69,0.00,0.00
STMN0113403665,FFX,24.66,0,7.77,17.07,3777.27,2457.76,766.47,0.00,0.00
STMN0113503262,Private,10.97,1,5.72,22.61,1489.31,938.24,95.26,0.00,0.00
STMN0114002280,FFX,3.04,0,5.66,15.96,808.90,410.07,299.90,0.00,0.00
STMN0114002326,FFX,2.55,0,1.62,22.25,699.53,106.08,309.99,0.00,0.00
STMN0114002388,FFX,1.71,0,5.95,48.24,846.45,398.73,629.64,0.00,0.00
STMN0114002413,FFX,9.88,0,5.79,7.13,2245.04,1801.71,432.58,0.00,0.00
STMN0114002470,VDOT,7.79,0,12.19,34.72,1663.77,843.68,524.39,0.00,0.00
STMN0114002490,FFX,14.31,0,4.17,11.22,2467.85,1544.96,486.57,0.00,0.00
STMN0114002552,FFX,12.35,0,13.52,9.72,2255.09,1541.60,304.06,0.00,0.00
STMN0114002586,FFX,1.10,0,4.49,45.60,176.34,164.46,12.72,0.00,0.00
STMN0114002679,FFX,2.33,0,6.92,6.93,435.39,414.93,18.93,0.00,0.00
STMN0114002692,FFX,3.10,0,3.62,31.94,481.93,327.99,137.29,0.00,0.00
STMN0114002720,FFX,6.96,0,3.32,12.35,1351.99,793.47,446.70,0.00,0.00
STMN0114002827,FFX,16.06,0,4.31,15.72,3480.51,56.73,769.88,0.00,0.00
STMN0114002850,FFX,2.13,0,16.99,23.88,256.75,255.47,6.92,0.00,0.00
STMN0114002929,FFX,24.06,0,5.24,11.02,8093.66,2852.55,1166.00,0.00,0.00
STMN0114002978,FFX,3.56,0,26.68,6.12,588.20,510.22,44.80,0.00,0.00
STMN0114002994,FFX,1.97,0,6.03,72.13,554.17,135.89,336.07,0.00,0.00
STMN0114003029,FFX,0.88,0,16.46,67.12,123.71,67.24,49.87,0.00,0.00
STMN0114003033,FFX,13.67,0,2.75,14.30,1817.56,1408.03,457.82,0.00,0.00
STMN0114003064,FFX,7.97,0,5.14,9.16,1770.36,1561.24,34.21,0.00,0.00
STMN0114003086,FFX,6.01,0,5.32,21.97,1053.69,319.79,715.62,0.00,0.00
STMN0114003548,FFX,6.04,0,2.69,28.17,1115.09,451.70,655.18,0.00,0.00
STMN0114003682,FFX,11.50,0,3.20,15.91,1893.75,1330.53,415.06,0.00,0.00
STMN0114004017,FFX,1.83,0,5.54,20.98,362.31,199.22,170.27,0.00,0.00
STMN0114004035,VDOT,2.01,0,1.32,58.03,112.20,6.59,88.67,0.00,0.00
STMN0114079484,FFX,1.14,0,11.36,29.95,396.68,309.47,141.91,0.00,0.00
STMN0114079490,FFX,5.36,0,18.79,53.39,1514.98,223.97,1019.04,0.00,0.00
STMN0114507338,FFX,20.88,0,9.48,8.68,4321.44,2784.66,785.34,0.00,0.00
STMN0121000670,VDOT,7.23,0,2.81,24.89,789.87,283.24,446.33,0.00,0.00
STMN0121000785,FFX,1.73,0,6.85,21.55,418.07,126.79,145.62,0.00,0.00
STMN0121000879,FFX,1.64,0,0.47,31.33,181.95,10.63,159.91,0.00,0.00
STMN0121000995,FFX,6.35,0,0.91,14.20,1181.16,144.81,937.35,0.00,0.00
STMN0121001716,FFX,2.45,0,0.85,38.05,388.05,4.66,266.86,0.00,0.00
STMN0121001904,FFX,6.94,0,7.25,23.71,1578.99,770.77,792.71,0.00,0.00
STMN0121001939,VDOT,9.74,0,0.51,11.78,72.24,24.62,72.24,0.00,0.00
STMN0121002067,FFX,8.61,0,2.68,14.88,1605.25,244.46,1238.17,0.00,0.00
STMN0121002223,FFX,5.14,0,6.79,16.84,773.12,587.64,74.93,0.00,0.00
STMN0121002253,FFX,16.88,0,6.75,13.15,1761.45,1043.55,285.31,0.00,0.00
STMN0121055983,VDOT,20.54,0,2.68,8.65,1374.55,1224.63,153.58,0.00,0.00
STMN0121056031,FFX,1.44,0,8.92,26.42,599.91,350.11,98.42,0.00,0.00
STMN0121056039,FFX,6.77,0,1.84,22.58,1265.55,495.41,891.74,0.00,0.00
STMN0121060481,FFX,6.25,0,1.34,14.40,483.00,256.42,283.68,0.00,0.00
STMN0121082247,VDOT,7.48,0,4.36,16.30,464.83,145.02,267.46,0.00,0.00
STMN0121082254,FFX,16.30,0,5.72,6.64,1937.58,1469.84,96.87,0.00,0.00
STMN0121507933,Private,1.44,0,1.36,20.90,220.23,1.92,52.76,0.00,0.00
STMN0121507936,FFX,4.45,0,1.73,22.68,330.64,146.45,56.72,0.00,0.00
STMN0122000676,FFX,36.67,0,8.34,9.04,2280.52,1541.87,287.18,0.00,0.00
STMN0122001019,FFX,22.47,0,9.58,12.85,2375.97,2054.02,161.26,0.00,0.00
STMN0122001020,FFX,115.28,0,3.33,3.65,3462.82,2719.27,239.18,0.00,0.00
STMN0122001154,FFX,1.88,0,1.42,44.81,318.64,66.67,260.07,0.00,0.00
STMN0122001246,FFX,13.99,0,6.30,16.61,2017.67,1402.24,460.08,0.00,0.00
STMN0122001262,FFX,1.24,0,1.01,54.46,45.65,38.68,11.00,0.00,0.00
STMN0122001278,FFX,3.15,0,2.42,26.59,397.24,244.16,57.64,0.00,0.00
STMN0122001288,FFX,28.54,0,7.83,10.55,2393.92,1228.01,448.05,0.00,0.00
STMN0122001323,FFX,2.40,0,2.26,28.22,343.94,15.00,139.02,0.00,0.00
STMN0122001380,FFX,3.64,0,0.08,19.01,17.75,10.32,14.70,0.00,0.00
STMN0122001492,FFX,20.18,0,0.22,12.66,1731.09,64.63,1700.87,0.00,0.00
STMN0122001610,FFX,2.02,0,3.48,8.44,251.64,218.48,7.30,0.00,0.00
STMN0122001775,Private,4.36,0,0.23,33.08,365.90,3.42,204.46,0.00,0.00
STMN0122001832,FFX,8.14,0,3.95,11.73,741.67,484.47,52.33,0.00,0.00
STMN0122001833,FFX,14.58,0,3.07,12.24,593.70,140.62,434.54,0.00,0.00
STMN0122001867,FFX,0.13,0,12.99,55.16,85.19,76.07,15.47,0.00,0.00
STMN0122001964,VDOT,2.17,0,0.56,45.12,669.74,58.61,400.99,0.00,0.00
STMN0122001970,VDOT,5.42,0,0.89,24.73,1012.05,86.17,737.98,0.00,0.00
STMN0122001972,VDOT,0.46,0,4.26,84.21,335.13,42.45,330.07,0.00,0.00
STMN0122002100,VDOT,13.96,0,2.81,12.03,1064.04,30.00,964.48,0.00,0.00
STMN0122002212,FFX,6.73,0,1.38,15.95,444.89,158.77,39.58,0.00,0.00
STMN0122054752,FFX,29.22,0,4.80,16.83,3053.85,1383.89,1161.74,0.00,0.00
STMN0122068991,FFX,4.48,0,8.85,21.65,545.48,204.57,373.40,0.00,0.00
STMN0122508243,FFX,8.13,0,3.77,19.21,1029.07,608.30,49.72,0.00,0.00
STMN0122508244,FFX,8.68,0,5.54,10.71,636.99,485.28,47.07,0.00,0.00
STMN0123002268,FFX,0.97,0,14.83,33.09,87.76,32.67,59.49,0.00,0.00
STMN0123002312,FFX,5.43,0,6.26,10.22,467.38,409.39,46.42,0.00,0.00
STMN0123002474,FFX,13.71,0,2.98,11.70,2556.39,460.96,1872.48,0.00,0.00
STMN0123002478,VDOT,3.23,0,2.82,25.15,410.09,140.65,273.44,0.00,0.00
STMN0123002764,FFX,1.02,0,2.02,38.76,112.93,39.33,84.27,0.00,0.00
STMN0123002790,VDOT,4.76,0,0.60,17.13,424.38,7.66,416.78,0.00,0.00
STMN0123002879,FFX,9.50,0,6.86,12.75,677.94,628.04,46.46,0.00,0.00
STMN0123002885,FFX,8.05,0,11.73,15.92,1314.68,918.10,218.08,0.00,0.00
STMN0123002888,FFX,0.55,0,1.55,28.09,44.52,36.67,5.72,0.00,0.00
STMN0123002890,FFX,1.21,0,18.04,43.28,391.34,178.60,209.37,0.00,0.00
STMN0123002902,FFX,5.48,0,3.11,5.01,854.25,691.97,195.32,0.00,0.00
STMN0123002944,FFX,11.43,0,2.46,6.65,1012.66,826.20,160.11,0.00,0.00
STMN0123003035,Private,9.17,0,7.25,22.70,579.83,277.07,156.61,0.00,0.00
STMN0123003039,FFX,9.97,0,4.91,11.31,138.11,56.02,79.84,0.00,0.00
STMN0123003080,FFX,7.75,0,2.05,10.96,432.65,356.54,48.57,0.00,0.00
STMN0123003249,FFX,36.53,0,5.53,10.02,5131.76,2078.94,1614.61,0.00,0.00
STMN0123003589,FFX,17.81,0,4.02,4.37,3608.20,2358.43,351.46,0.00,0.00
STMN0123003666,FFX,4.21,0,3.54,26.73,1036.49,344.89,643.71,0.00,0.00
STMN0123003775,VDOT,12.06,0,1.01,14.82,2201.30,403.51,1091.42,0.00,0.00
STMN0123003795,VDOT,14.77,0,4.08,47.25,771.35,595.06,192.03,0.00,0.00
STMN0123003799,VDOT,0.09,0,12.37,86.31,56.11,11.68,47.29,0.00,0.00
STMN0123003830,VDOT,7.21,0,6.92,36.05,159.97,81.47,75.07,0.00,0.00
STMN0123003880,FFX,3.01,0,2.62,21.46,686.35,302.74,378.00,0.00,0.00
STMN0123003891,FFX,4.72,0,1.27,2.08,274.68,181.77,6.95,0.00,0.00
STMN0123003954,FFX,8.64,0,3.82,16.68,675.67,434.64,242.78,0.00,0.00
STMN0123004027,FFX,20.89,0,6.64,19.08,2766.41,1900.07,276.63,0.00,0.00
STMN0123004109,FFX,6.84,0,2.47,22.93,1392.11,590.98,923.39,0.00,0.00
STMN0123056064,FFX,16.37,0,5.16,22.92,3307.02,1237.35,855.94,0.00,0.00
STMN0123056142,FFX,17.21,0,1.71,29.98,1720.29,670.06,890.30,0.00,0.00
STMN0123086879,FFX,0.91,0,26.86,57.48,406.85,217.46,189.03,0.00,0.00
STMN0123508291,VDOT,5.70,0,2.15,26.63,913.44,190.32,734.03,0.00,0.00
STMN0123508298,VDOT,2.03,0,13.79,36.98,520.65,12.90,520.65,0.00,0.00
STMN0123509427,VDOT,23.54,0,13.44,17.14,3364.51,1908.31,1111.74,0.00,0.00
STMN0124002224,FFX,19.33,0,7.84,9.58,346.11,295.56,55.31,0.00,0.00
STMN0124002525,FFX,3.67,0,1.66,26.38,257.28,72.31,172.86,0.00,0.00
STMN0124002671,FFX,1.79,0,3.68,25.41,388.03,66.58,92.14,0.00,0.00
STMN0124003027,FFX,6.26,0,1.21,5.66,95.36,35.51,60.77,0.00,0.00
STMN0124003134,VDOT,12.79,0,2.28,10.71,782.10,165.48,331.98,0.00,0.00
STMN0124003349,FFX,18.02,0,2.41,15.89,2262.06,896.36,957.93,0.00,0.00
STMN0124003370,FFX,9.89,0,6.68,11.24,1218.18,741.64,649.06,0.00,0.00
STMN0124003412,FFX,2.85,0,0.76,10.00,779.00,81.87,177.40,0.00,0.00
STMN0124003471,FFX,5.03,0,2.72,40.11,660.45,304.98,121.89,0.00,0.00
STMN0124003486,FFX,6.07,0,15.20,8.71,586.72,495.25,53.48,0.00,0.00
STMN0124003584,FFX,9.90,0,7.77,23.05,1039.55,894.14,136.73,0.00,0.00
STMN0124003637,FFX,5.60,0,8.21,20.95,765.45,383.87,158.35,0.00,0.00
STMN0124003928,FFX,26.29,0,2.01,33.28,3311.81,1268.44,1662.32,0.00,0.00
STMN0124004026,FFX,8.33,0,2.14,20.38,1275.02,576.85,760.73,0.00,0.00
STMN0124087603,FFX,18.05,0,2.40,10.91,941.57,358.30,520.21,0.00,0.00
STMN0124509411,FFX,1.18,0,17.61,23.20,353.27,350.53,6.87,0.00,0.00
STMN0124509415,Private,5.72,0,4.24,18.18,1046.32,687.30,217.34,0.00,0.00
STMN0131000914,FFX,14.88,0,1.74,9.26,478.57,36.87,136.74,0.00,0.00
STMN0131001174,FFX,14.55,0,4.10,10.52,635.40,291.31,271.49,0.00,0.00
STMN0131001263,FFX,1.04,0,5.85,26.35,213.52,34.09,7.14,0.00,0.00
STMN0131001928,FFX,6.59,0,2.92,31.93,1961.85,330.44,1667.80,0.00,0.00
STMN0131002200,FFX,4.94,0,1.85,17.64,1355.67,275.58,1087.01,0.00,0.00
STMN0132001785,FFX,11.22,0,2.88,19.92,1303.54,322.03,971.08,0.00,0.00
STMN0133002243,Private,32.72,0,4.15,5.15,2542.81,628.71,335.66,0.00,0.00
STMN0133002283,FFX,3.98,0,3.28,20.42,438.64,206.42,141.79,0.00,0.00
